Student_ID,Age,Gender,Education_Level,Daily_Social_Media_Hours,Daily_AI_Tool_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Physical_Health_Score,Social_Isolation_Score,Burnout_Level,Academic_Performance_Score,Academic_Failure_Risk
STU_09554,16,Female,High School,7.02,1.84,7.43,3.11,67.86,98.24,4.47,Moderate,66.56,0
STU_09555,24,Female,University,2.68,5.03,8.09,2.35,77.32,97.81,1.77,Low,96.19,0
STU_09556,18,Male,College,0.66,1.61,6.71,3.12,83.36,97.95,3.74,Low,88.39,0
STU_09557,17,Female,High School,3.72,0.58,8.75,2.75,85.27,87.6,3.05,Low,98.65,0
STU_09558,23,Female,University,4.65,0.0,5.39,1.05,56.92,80.48,3.71,High,53.84,1
STU_09559,14,Female,High School,0.0,0.0,8.51,1.59,86.67,85.91,2.95,Low,79.71,0
STU_09560,23,Male,University,4.57,2.89,6.97,1.52,71.92,98.85,2.47,Low,84.63,0
STU_09561,25,Female,University,2.43,1.09,8.11,1.39,83.19,98.7,4.49,Low,83.51,0
STU_09562,24,Female,University,4.2,0.16,6.7,3.38,86.18,83.27,2.82,Low,59.35,0
STU_09563,20,Male,College,3.72,2.03,7.93,2.45,77.84,91.12,2.09,Low,75.35,0
STU_09564,14,Female,High School,3.98,3.73,7.82,0.84,74.73,79.34,2.82,Low,66.31,0
STU_09565,21,Male,College,6.38,2.32,4.08,1.72,65.66,95.78,3.65,Low,78.29,0
STU_09566,21,Male,College,2.0,2.74,6.43,0.17,71.51,81.92,4.61,Low,84.01,0
STU_09567,15,Male,High School,0.0,4.61,7.12,1.96,78.06,98.55,1.48,Moderate,84.13,0
STU_09568,16,Female,High School,6.57,3.98,5.82,0.35,64.32,74.86,7.24,Severe,78.8,1
STU_09569,20,Female,College,6.12,2.7,6.95,1.68,81.23,95.29,3.27,Low,89.08,0
STU_09570,21,Male,College,5.85,0.73,4.29,0.0,68.74,81.26,5.9,Moderate,82.46,0
STU_09571,15,Female,High School,2.29,1.52,6.66,2.0,75.44,79.8,2.13,Low,90.39,0
STU_09572,17,Female,High School,6.03,2.55,6.62,1.46,80.91,99.9,4.72,Low,78.14,0
STU_09573,23,Female,University,1.3,3.79,7.18,0.96,80.34,80.14,4.05,Low,67.63,0
STU_09574,20,Male,College,3.75,3.11,5.33,1.55,84.4,97.93,4.59,Low,78.64,0
STU_09575,15,Female,High School,8.29,1.39,8.57,1.62,61.97,87.95,5.32,Moderate,77.36,0
STU_09576,19,Female,College,5.99,3.22,5.2,0.38,79.4,76.06,5.6,Moderate,80.51,0
STU_09577,23,Female,University,4.32,5.57,6.54,1.18,60.33,97.83,2.28,Moderate,74.07,0
STU_09578,20,Male,College,4.14,3.03,5.99,0.74,77.65,91.95,5.04,High,95.72,0
STU_09579,22,Male,University,1.75,3.61,7.98,0.86,62.75,99.07,3.14,Low,93.35,0
STU_09580,23,Male,University,8.55,1.88,7.76,1.37,51.45,84.23,3.76,High,68.17,1
STU_09581,15,Female,High School,7.03,2.15,6.66,0.59,69.0,70.98,5.59,Moderate,78.51,0
STU_09582,14,Male,High School,6.5,0.0,7.18,0.6,63.6,98.95,6.62,Moderate,81.91,0
STU_09583,22,Female,University,4.27,2.75,5.99,0.84,72.5,92.48,5.68,Moderate,71.04,0
STU_09584,25,Male,University,3.59,0.0,6.16,0.98,80.91,99.61,2.95,Low,77.31,0
STU_09585,19,Male,College,2.6,0.0,4.33,0.63,72.99,96.82,4.08,Low,93.78,0
STU_09586,24,Male,University,8.08,3.1,5.01,0.47,65.74,77.58,5.78,High,80.81,0
STU_09587,21,Female,College,0.0,0.72,6.38,1.48,69.24,98.75,2.2,Low,72.65,0
STU_09588,13,Female,High School,5.92,0.0,7.08,0.86,85.47,86.98,5.72,Low,84.55,0
STU_09589,15,Female,High School,0.56,2.62,5.64,0.47,79.96,82.69,4.72,Low,86.32,0
STU_09590,17,Female,High School,3.99,0.0,6.04,2.49,62.57,98.84,4.32,Low,70.93,0
STU_09591,15,Male,High School,4.44,4.39,7.64,0.0,72.16,61.97,4.7,Low,84.16,0
STU_09592,13,Female,High School,1.3,3.35,5.75,0.55,62.19,79.76,3.27,Low,96.38,0
STU_09593,19,Male,College,2.36,5.79,5.23,3.11,60.47,90.09,3.95,Low,63.27,0
STU_09594,19,Female,College,6.32,3.2,8.36,1.47,59.31,92.72,4.97,Moderate,84.81,0
STU_09595,22,Male,University,7.4,5.32,7.2,2.08,74.13,99.68,2.6,Low,75.69,0
STU_09596,24,Female,University,5.28,0.76,6.47,1.09,61.35,98.43,4.41,Moderate,58.29,0
STU_09597,20,Male,College,2.78,1.41,7.93,0.35,62.73,97.25,3.44,Low,92.16,0
STU_09598,17,Male,High School,2.08,3.03,7.64,1.25,73.57,99.02,5.98,Low,75.28,0
STU_09599,22,Male,University,2.65,2.27,7.66,3.14,81.61,99.49,3.25,Low,86.47,0
STU_09600,24,Male,University,4.44,2.76,6.04,2.04,90.28,92.12,2.48,Low,78.63,0
STU_09601,17,Male,High School,5.14,2.45,6.79,1.17,66.96,97.03,4.62,Low,66.1,0
STU_09602,17,Female,High School,7.57,2.13,6.44,0.0,73.09,83.37,5.41,Moderate,66.68,0
STU_09603,13,Female,High School,4.32,0.81,7.35,1.95,73.85,86.42,4.07,Low,70.47,0
STU_09604,22,Male,University,2.84,1.18,7.11,0.02,82.72,83.77,4.41,Low,90.35,0
STU_09605,17,Male,High School,1.68,0.89,7.53,0.47,85.09,85.84,4.24,Low,83.57,0
STU_09606,18,Male,College,3.98,0.73,6.22,0.0,89.4,73.42,3.04,Low,85.85,0
STU_09607,25,Female,University,0.38,2.62,6.41,1.34,74.49,95.95,3.62,Low,92.53,0
STU_09608,24,Male,University,2.99,1.21,8.02,0.02,63.68,99.13,5.43,Low,78.72,0
STU_09609,13,Female,High School,1.35,1.56,7.04,0.0,74.6,99.92,4.37,Low,76.61,0
STU_09610,23,Male,University,3.85,5.02,5.71,3.1,76.25,99.37,3.42,High,65.72,0
STU_09611,19,Male,College,5.64,3.36,9.16,1.05,85.31,91.78,4.11,Low,86.7,0
STU_09612,13,Male,High School,5.45,3.96,8.92,0.45,66.5,83.28,4.2,Low,84.9,0
STU_09613,23,Male,University,6.21,4.52,4.67,1.38,64.03,77.25,5.65,High,81.57,0
STU_09614,14,Male,High School,2.19,5.46,6.33,1.26,74.64,94.19,6.22,Moderate,82.2,0
STU_09615,14,Male,High School,8.04,2.48,7.8,1.11,78.83,86.78,4.77,Low,78.4,0
STU_09616,17,Male,High School,6.17,2.99,5.26,1.93,60.64,86.99,4.9,Moderate,69.29,0
STU_09617,22,Female,University,6.07,1.57,5.46,4.11,81.96,98.33,2.65,Low,70.53,0
STU_09618,25,Male,University,7.32,0.99,6.5,0.0,61.09,83.61,5.37,Low,64.34,0
STU_09619,19,Male,College,4.94,0.0,7.56,0.0,85.32,96.78,4.88,Low,67.51,0
STU_09620,13,Male,High School,4.21,0.68,5.6,0.58,70.41,95.15,3.31,Low,60.18,0
STU_09621,22,Female,University,7.87,1.56,7.19,1.67,72.55,81.05,3.4,Moderate,81.69,0
STU_09622,13,Female,High School,2.41,2.86,8.73,1.51,74.66,80.79,2.92,Low,91.34,0
STU_09623,13,Female,High School,3.97,0.45,5.86,0.0,70.69,89.35,3.79,Low,85.42,0
STU_09624,18,Male,College,7.39,0.75,5.71,1.49,63.77,93.19,4.12,Moderate,68.85,0
STU_09625,14,Male,High School,3.98,0.0,7.71,0.0,69.56,84.08,4.11,Low,83.56,0
STU_09626,13,Male,High School,3.03,1.26,6.21,1.14,65.06,97.27,4.22,Moderate,96.06,0
STU_09627,18,Female,College,2.14,2.61,4.29,0.91,71.25,64.34,5.97,Moderate,82.0,0
STU_09628,14,Female,High School,5.1,2.59,6.27,0.16,72.69,58.89,5.55,High,82.93,0
STU_09629,18,Female,College,3.43,1.92,6.44,0.64,65.51,73.33,4.29,Low,77.19,0
STU_09630,22,Female,University,5.72,2.05,5.23,1.88,77.46,98.36,4.01,Low,68.45,0
STU_09631,20,Male,College,8.6,2.51,7.1,0.98,64.05,91.1,5.96,High,78.34,0
STU_09632,14,Male,High School,7.18,4.74,5.71,0.0,74.47,80.07,5.83,Moderate,65.8,0
STU_09633,23,Male,University,0.0,1.85,8.63,0.52,85.73,98.47,3.31,Low,91.15,0
STU_09634,21,Male,College,6.29,2.25,3.84,0.0,64.17,60.6,4.01,Moderate,73.57,0
STU_09635,20,Female,College,6.47,0.17,3.67,0.0,64.4,75.22,5.82,High,60.45,1
STU_09636,24,Male,University,3.75,3.35,7.52,3.97,68.87,99.76,3.56,Moderate,73.14,0
STU_09637,22,Non-binary,University,7.61,2.39,4.28,0.0,58.06,82.7,6.16,Moderate,76.02,0
STU_09638,13,Female,High School,5.24,1.55,5.1,1.17,84.99,98.19,4.69,Low,76.94,0
STU_09639,19,Male,College,0.0,0.38,6.17,0.0,81.98,88.43,2.65,Low,84.95,0
STU_09640,25,Male,University,4.85,3.13,8.65,0.49,78.15,85.15,4.55,Moderate,93.94,0
STU_09641,22,Female,University,3.82,0.54,7.7,2.36,83.99,87.23,2.95,Low,72.88,0
STU_09642,18,Male,College,2.93,3.46,4.5,2.1,84.05,91.16,3.92,Low,79.03,0
STU_09643,18,Male,College,5.41,5.72,5.68,0.59,73.92,99.97,4.14,Low,63.84,0
STU_09644,18,Male,College,6.13,4.57,6.0,0.69,66.63,87.91,4.86,Moderate,74.86,0
STU_09645,18,Male,College,6.17,2.55,4.74,1.28,73.97,81.29,6.18,Moderate,64.72,0
STU_09646,22,Female,University,6.25,3.62,5.77,0.0,65.5,69.6,4.62,High,80.52,0
STU_09647,19,Male,College,1.61,1.25,6.0,0.1,71.65,97.9,4.13,Moderate,99.6,0
STU_09648,24,Female,University,1.85,0.14,9.03,0.91,89.2,90.09,3.51,Low,82.18,0
STU_09649,15,Female,High School,5.17,2.74,6.25,1.09,78.91,93.13,4.85,High,71.32,0
STU_09650,18,Male,College,7.2,1.42,4.33,0.39,58.15,98.93,4.15,High,67.71,1
STU_09651,15,Female,High School,5.38,0.03,6.88,1.38,58.12,90.37,3.63,Low,78.83,0
STU_09652,19,Male,College,0.0,0.0,8.01,2.7,78.64,98.67,2.48,Low,98.26,0
STU_09653,19,Female,College,5.87,1.96,5.52,1.46,61.43,84.21,2.56,High,77.22,0
STU_09654,20,Male,College,0.61,4.29,7.6,2.05,84.72,98.93,4.23,Low,75.38,0
STU_09655,14,Male,High School,6.21,2.22,6.4,0.0,78.6,60.96,6.45,Moderate,80.89,0
STU_09656,21,Male,College,3.11,2.13,6.14,0.0,66.22,96.79,4.75,Low,60.84,0
STU_09657,25,Female,University,5.26,2.41,6.12,1.59,83.52,86.48,4.85,Low,74.19,0
STU_09658,17,Male,High School,9.76,0.78,5.83,1.61,64.12,98.55,5.91,Moderate,63.55,0
STU_09659,21,Male,College,3.62,1.71,3.14,1.97,64.73,83.61,5.27,High,72.14,0
STU_09660,22,Male,University,2.61,4.76,6.43,1.39,60.24,85.56,5.44,Low,75.31,0
STU_09661,17,Male,High School,3.41,5.25,7.58,2.55,74.29,94.64,2.44,Low,87.16,0
STU_09662,19,Female,College,0.74,4.38,6.52,0.0,70.32,88.02,3.18,Moderate,74.45,0
STU_09663,23,Female,University,1.99,3.89,8.0,1.06,76.82,79.4,2.68,Low,77.61,0
STU_09664,21,Female,College,7.16,5.29,4.32,1.74,71.49,94.67,5.19,Moderate,72.04,0
STU_09665,16,Male,High School,0.0,0.54,5.5,0.0,71.66,88.8,4.36,Low,83.52,0
STU_09666,14,Male,High School,2.93,7.4,4.55,1.2,52.35,73.52,5.22,High,53.33,1
STU_09667,21,Female,College,5.1,0.0,6.96,0.23,68.01,58.86,4.42,Low,69.6,0
STU_09668,25,Female,University,3.48,1.92,7.27,1.7,73.4,91.82,3.78,Low,81.88,0
STU_09669,14,Male,High School,7.87,0.0,4.77,1.81,75.94,76.67,3.6,Moderate,53.35,0
STU_09670,15,Female,High School,4.08,3.85,6.68,2.02,79.49,80.73,3.87,Low,62.62,0
STU_09671,22,Female,University,3.65,0.4,6.56,1.02,73.79,80.38,3.72,Low,86.24,0
STU_09672,14,Male,High School,4.87,0.59,6.29,0.32,76.48,94.21,5.39,Low,75.65,0
STU_09673,15,Female,High School,5.18,4.97,5.58,0.39,63.02,67.41,4.89,Severe,58.33,1
STU_09674,18,Male,College,4.5,2.06,6.8,1.48,81.06,96.7,1.89,Low,98.21,0
STU_09675,15,Female,High School,4.32,3.65,3.81,1.84,66.11,85.85,3.45,Moderate,62.03,0
STU_09676,22,Female,University,0.0,1.66,4.95,2.91,79.83,95.24,3.16,Low,85.76,0
STU_09677,20,Male,College,1.67,0.79,6.91,0.28,71.3,92.48,2.07,Low,88.93,0
STU_09678,23,Male,University,5.94,4.11,7.03,0.93,69.26,82.02,2.79,Low,69.5,0
STU_09679,18,Non-binary,College,7.02,2.81,6.46,0.87,54.54,83.97,5.99,Moderate,96.22,0
STU_09680,19,Female,College,7.69,2.88,7.07,0.78,74.29,87.97,4.78,Moderate,74.45,0
STU_09681,13,Male,High School,0.89,1.43,7.91,1.75,57.0,98.61,3.19,Low,62.03,0
STU_09682,15,Female,High School,2.41,2.21,4.07,1.55,79.24,88.52,3.65,Low,72.78,0
STU_09683,15,Female,High School,8.24,1.42,4.95,0.0,60.06,87.0,4.79,High,82.28,0
STU_09684,14,Male,High School,3.55,3.87,8.97,0.0,82.72,73.22,4.78,Low,71.09,0
STU_09685,19,Male,College,6.04,2.56,5.76,1.64,60.81,85.33,5.16,Low,72.16,0
STU_09686,21,Female,College,12.15,3.4,6.45,0.0,59.86,82.89,5.94,Severe,61.76,1
STU_09687,16,Male,High School,7.12,1.93,3.4,2.02,61.35,99.18,3.27,High,80.05,0
STU_09688,24,Male,University,3.96,5.72,4.91,0.27,47.51,83.41,5.49,Moderate,71.81,0
STU_09689,17,Female,High School,4.15,2.38,6.42,0.72,78.52,85.84,5.11,Low,79.26,0
STU_09690,15,Female,High School,5.82,3.14,7.1,0.28,66.33,72.41,3.68,Low,71.91,0
STU_09691,23,Male,University,0.0,3.55,5.42,3.13,78.37,92.54,4.33,Low,70.42,0
STU_09692,21,Male,College,5.6,1.0,6.5,3.3,68.84,97.79,3.92,Low,68.04,0
STU_09693,16,Female,High School,3.81,1.88,6.65,1.23,79.73,97.19,5.75,Low,78.68,0
STU_09694,17,Female,High School,4.31,3.52,7.42,0.42,75.34,90.96,4.12,Moderate,52.82,0
STU_09695,13,Female,High School,4.76,0.0,6.62,0.5,88.54,98.14,3.22,Low,86.46,0
STU_09696,23,Male,University,8.41,3.27,4.62,1.85,58.99,66.5,5.32,High,86.85,0
STU_09697,24,Female,University,5.14,0.0,6.73,0.81,82.65,98.01,5.46,Moderate,91.68,0
STU_09698,25,Female,University,5.09,0.0,8.49,2.65,82.19,98.47,2.83,Low,68.25,0
STU_09699,14,Male,High School,6.29,0.52,5.49,0.87,70.63,63.46,3.92,Low,62.69,0
STU_09700,24,Male,University,4.68,3.34,6.4,2.59,84.58,99.55,3.6,Moderate,58.73,0
STU_09701,25,Female,University,6.15,7.27,4.7,0.82,58.66,79.03,5.26,Moderate,78.2,0
STU_09702,21,Male,College,4.22,0.21,8.48,0.07,69.81,75.07,3.5,Low,78.8,0
STU_09703,14,Male,High School,7.41,2.62,5.31,0.0,71.98,78.08,4.17,Moderate,84.38,0
STU_09704,17,Male,High School,7.7,4.27,7.14,1.51,71.65,94.63,6.07,Moderate,72.96,0
STU_09705,25,Male,University,6.18,3.42,6.83,0.0,55.72,96.94,3.9,High,90.63,0
STU_09706,20,Male,College,0.0,1.28,4.98,2.83,72.51,86.87,1.83,Moderate,79.74,0
STU_09707,15,Male,High School,4.94,3.74,7.09,0.0,71.71,74.75,3.14,High,59.19,1
STU_09708,18,Female,College,0.0,1.57,6.55,2.07,82.94,99.16,3.53,Low,75.46,0
STU_09709,16,Female,High School,5.45,2.25,6.37,3.0,84.44,99.29,2.65,Low,77.95,0
STU_09710,23,Female,University,8.51,0.9,4.93,1.85,67.73,95.26,4.87,Low,66.47,0
STU_09711,19,Male,College,7.36,4.45,9.36,0.42,51.04,81.85,4.47,High,52.17,1
STU_09712,22,Female,University,3.83,3.03,7.08,4.14,84.5,98.92,2.48,Low,87.64,0
STU_09713,25,Male,University,4.1,1.97,7.85,2.92,80.46,98.4,3.53,Low,80.1,0
STU_09714,15,Female,High School,0.0,3.09,6.74,2.66,75.75,83.71,3.3,Low,73.29,0
STU_09715,18,Female,College,4.53,2.66,6.38,1.11,63.26,80.47,5.25,Moderate,81.57,0
STU_09716,24,Female,University,3.99,3.06,4.29,0.54,69.66,84.09,7.42,Severe,76.45,1
STU_09717,22,Female,University,1.36,3.89,7.29,4.25,81.87,98.53,3.02,Low,80.92,0
STU_09718,21,Female,College,2.05,3.07,5.3,1.27,66.01,95.1,4.89,High,80.94,0
STU_09719,23,Female,University,1.5,1.02,6.43,0.68,76.93,82.66,4.43,Low,90.37,0
STU_09720,22,Male,University,9.87,0.0,5.15,0.48,70.19,83.29,6.24,Moderate,54.83,0
STU_09721,13,Male,High School,4.8,3.87,4.36,0.0,72.39,68.04,4.51,Moderate,69.51,0
STU_09722,15,Female,High School,6.39,1.49,5.82,0.18,69.14,68.82,6.28,Low,80.12,0
STU_09723,14,Male,High School,6.79,4.51,7.0,1.39,69.72,87.95,5.51,Moderate,65.29,0
STU_09724,20,Female,College,8.53,0.0,4.54,1.14,44.78,82.63,3.58,Moderate,53.66,0
STU_09725,19,Male,College,8.45,0.84,6.64,1.29,76.05,75.74,5.27,Low,44.83,0
STU_09726,14,Male,High School,6.86,2.28,6.23,0.0,77.03,98.82,4.6,Low,67.08,0
STU_09727,18,Female,College,0.7,2.7,6.99,2.04,81.97,91.86,3.31,Low,88.19,0
STU_09728,15,Male,High School,6.88,4.21,3.55,0.41,66.86,82.64,5.62,Moderate,63.84,0
STU_09729,20,Female,College,3.5,4.38,5.7,1.74,69.75,91.22,4.25,Low,70.06,0
STU_09730,22,Female,University,1.34,2.41,9.14,3.12,82.79,97.51,4.46,Low,97.32,0
STU_09731,25,Female,University,3.57,3.86,5.69,2.77,74.86,76.84,3.86,Moderate,89.51,0
STU_09732,15,Female,High School,4.88,0.0,7.32,2.06,85.61,97.78,4.24,Low,77.5,0
STU_09733,22,Male,University,0.0,1.9,6.63,1.55,76.41,97.04,4.23,Low,85.83,0
STU_09734,21,Male,College,5.5,3.95,4.66,1.11,51.68,86.62,4.05,Moderate,71.85,0
STU_09735,13,Male,High School,7.34,2.63,5.33,0.24,79.18,87.93,4.49,Moderate,58.63,0
STU_09736,17,Male,High School,4.72,5.12,7.88,2.0,86.99,97.74,2.86,Low,82.0,0
STU_09737,15,Female,High School,1.79,0.81,8.53,0.24,81.21,93.84,3.97,Low,77.54,0
STU_09738,18,Female,College,6.02,4.11,4.51,0.0,57.33,64.95,5.91,High,59.28,1
STU_09739,22,Female,University,4.43,1.62,5.88,0.68,77.64,76.09,2.39,Low,98.86,0
STU_09740,14,Female,High School,8.85,3.39,4.32,0.0,71.41,72.11,5.6,High,73.76,0
STU_09741,21,Male,College,0.0,0.94,6.77,0.55,81.1,87.25,3.64,Low,87.84,0
STU_09742,18,Female,College,0.0,2.76,7.92,2.11,77.66,98.76,3.14,Low,83.23,0
STU_09743,19,Female,College,4.25,4.07,6.69,0.0,80.43,88.34,3.61,Moderate,74.78,0
STU_09744,17,Male,High School,3.35,3.9,8.12,1.35,81.56,99.75,3.25,Low,77.13,0
STU_09745,21,Female,College,5.17,2.72,9.35,1.74,63.3,98.42,4.31,Low,84.13,0
STU_09746,13,Female,High School,5.54,3.98,6.57,2.19,64.92,99.86,4.53,Low,78.95,0
STU_09747,17,Male,High School,8.3,3.66,6.98,0.0,74.27,88.29,5.53,Moderate,75.17,0
STU_09748,23,Female,University,3.9,1.96,9.17,0.0,87.25,96.85,3.67,Low,72.87,0
STU_09749,22,Male,University,5.62,2.84,5.21,0.0,58.39,74.67,5.86,Moderate,67.0,0
STU_09750,23,Male,University,1.21,4.09,8.56,2.02,79.8,91.74,4.1,Low,96.3,0
STU_09751,18,Female,College,10.66,5.85,4.63,0.0,32.56,65.49,5.86,Severe,83.66,1
STU_09752,19,Female,College,7.27,3.5,6.82,0.21,81.67,64.45,5.34,Moderate,82.28,0
STU_09753,24,Female,University,6.71,0.43,5.49,0.9,75.13,73.02,4.42,Moderate,46.43,0
STU_09754,16,Female,High School,2.48,3.22,8.6,2.73,72.66,99.1,3.45,Low,98.3,0
STU_09755,24,Female,University,7.91,5.82,6.25,0.0,60.76,73.95,7.33,Moderate,61.55,0
STU_09756,25,Female,University,7.03,1.33,6.19,0.22,78.8,81.65,5.44,Moderate,82.11,0
STU_09757,13,Male,High School,6.1,0.14,6.54,1.96,71.12,95.53,4.59,Low,81.23,0
STU_09758,23,Male,University,4.24,3.41,9.85,1.8,83.83,81.94,5.21,Low,92.42,0
STU_09759,20,Male,College,1.87,2.61,6.89,1.2,83.32,85.26,5.33,Low,95.12,0
STU_09760,22,Female,University,4.36,2.66,4.6,3.31,78.3,98.92,3.79,Low,90.93,0
STU_09761,16,Female,High School,2.53,2.14,6.3,1.53,71.54,98.46,3.84,Low,80.88,0
STU_09762,15,Male,High School,5.46,1.51,7.75,0.0,39.57,96.7,3.8,High,80.11,0
STU_09763,24,Female,University,1.75,1.22,9.36,0.63,72.43,88.39,2.92,Low,90.85,0
STU_09764,19,Female,College,2.71,3.02,7.63,3.19,81.71,92.18,2.66,Low,99.9,0
STU_09765,24,Male,University,0.0,3.79,5.24,1.68,82.92,83.81,5.01,Low,72.36,0
STU_09766,14,Male,High School,5.83,1.86,5.58,1.85,56.07,67.53,4.78,Moderate,72.5,0
STU_09767,20,Male,College,5.58,4.86,5.66,2.92,65.98,93.42,3.31,High,80.48,0
STU_09768,18,Male,College,3.23,2.58,7.1,4.15,75.41,95.23,3.91,Low,75.62,0
STU_09769,19,Female,College,0.0,3.88,7.14,0.02,69.25,94.47,5.04,Low,81.85,0
STU_09770,17,Female,High School,0.28,1.73,8.42,1.34,82.9,93.36,3.7,Low,98.96,0
STU_09771,21,Female,College,4.75,2.77,5.64,1.31,59.13,82.22,6.69,Moderate,71.35,0
STU_09772,17,Male,High School,7.0,3.13,6.05,1.16,67.0,74.52,5.89,Moderate,85.92,0
STU_09773,23,Female,University,2.02,2.31,6.18,2.37,83.94,90.86,3.47,Low,98.03,0
STU_09774,17,Male,High School,7.52,0.4,6.67,2.21,74.27,72.45,3.77,Low,66.26,0
STU_09775,15,Female,High School,8.7,4.79,4.76,1.0,66.53,84.0,4.79,High,38.59,1
STU_09776,23,Male,University,5.64,2.25,6.9,1.04,67.82,83.33,4.44,Low,87.41,0
STU_09777,13,Female,High School,7.11,0.0,7.25,0.0,65.18,83.39,3.43,Moderate,80.27,0
STU_09778,14,Female,High School,1.68,1.65,7.73,0.87,78.45,90.44,5.89,Low,96.82,0
STU_09779,20,Female,College,0.05,5.37,6.41,2.98,83.51,99.59,3.29,Low,87.93,0
STU_09780,13,Male,High School,9.15,4.67,7.28,0.0,62.15,80.99,7.34,Low,73.6,0
STU_09781,19,Male,College,2.02,3.0,7.14,2.59,69.06,90.88,2.08,Low,88.62,0
STU_09782,17,Male,High School,7.38,4.02,7.22,0.0,70.03,67.5,6.18,Moderate,75.74,0
STU_09783,15,Male,High School,5.55,5.05,8.62,1.7,74.61,85.73,4.16,Low,76.32,0
STU_09784,24,Female,University,8.9,2.71,7.91,1.12,64.02,79.38,4.97,High,92.89,0
STU_09785,24,Male,University,6.44,4.41,5.66,0.04,67.22,57.8,2.89,High,66.7,0
STU_09786,23,Non-binary,University,1.57,1.07,8.62,0.0,74.93,94.32,3.88,Low,86.53,0
STU_09787,19,Female,College,3.63,0.58,9.75,1.34,78.9,99.13,3.55,Low,87.17,0
STU_09788,21,Male,College,6.25,2.53,8.73,0.92,76.74,94.6,4.56,Low,89.51,0
STU_09789,14,Female,High School,3.13,3.83,5.23,2.16,77.99,76.3,4.13,Moderate,93.8,0
STU_09790,20,Male,College,7.12,4.77,5.42,1.25,74.75,78.71,4.72,Moderate,64.18,0
STU_09791,21,Male,College,4.74,2.32,7.74,0.0,67.33,98.58,5.48,Moderate,77.4,0
STU_09792,23,Male,University,7.17,1.01,7.71,0.0,52.35,81.62,6.03,Moderate,82.61,0
STU_09793,15,Female,High School,6.79,5.93,6.05,3.23,68.83,90.05,5.1,Low,58.4,0
STU_09794,14,Female,High School,5.28,2.16,6.82,1.06,74.11,91.87,4.1,Low,60.3,0
STU_09795,19,Female,College,4.16,0.69,8.71,0.85,87.06,86.34,3.46,Low,85.07,0
STU_09796,17,Male,High School,3.16,3.54,6.36,0.9,70.69,78.04,3.23,Moderate,82.11,0
STU_09797,17,Female,High School,1.64,8.57,6.97,1.81,72.21,99.09,4.35,Low,66.7,0
STU_09798,22,Male,University,8.8,2.67,6.13,1.16,53.62,92.38,6.1,High,89.55,0
STU_09799,17,Male,High School,4.7,2.64,5.33,0.0,53.89,78.93,4.81,High,99.24,0
STU_09800,16,Male,High School,3.88,3.86,7.17,0.0,73.34,79.27,4.4,Low,72.89,0
STU_09801,25,Male,University,3.92,4.19,5.58,3.07,77.2,97.56,3.4,Low,60.21,0
STU_09802,17,Female,High School,4.37,0.39,8.37,1.57,83.81,95.82,4.51,Low,99.0,0
STU_09803,25,Male,University,3.28,5.18,5.45,0.4,77.8,95.93,3.63,Low,84.48,0
STU_09804,16,Non-binary,High School,3.07,2.29,5.67,0.0,67.91,58.41,3.6,Moderate,91.33,0
STU_09805,25,Male,University,1.09,2.62,6.85,0.5,75.9,94.18,4.25,Low,97.08,0
STU_09806,18,Female,College,4.62,0.46,8.3,0.0,80.47,89.2,3.22,Low,94.23,0
STU_09807,16,Male,High School,7.77,1.92,5.81,0.0,69.66,87.87,4.55,High,73.41,0
STU_09808,14,Male,High School,2.69,5.06,6.57,1.82,74.17,98.92,4.59,Moderate,70.82,0
STU_09809,21,Female,College,5.88,4.56,6.85,2.31,86.13,98.42,5.84,Low,70.19,0
STU_09810,14,Female,High School,5.94,3.33,5.86,0.76,70.23,84.03,5.26,Low,76.61,0
STU_09811,21,Female,College,5.5,0.0,3.47,0.13,64.39,50.27,4.27,High,56.76,1
STU_09812,22,Female,University,9.19,1.21,5.93,0.11,59.52,79.46,5.07,Moderate,60.64,0
STU_09813,18,Female,College,6.0,3.28,6.03,0.02,83.22,85.96,5.93,High,80.79,0
STU_09814,21,Female,College,4.67,1.73,6.12,0.0,69.68,88.35,5.82,High,77.39,0
STU_09815,21,Female,College,5.34,3.68,6.25,0.38,56.3,99.59,6.47,Moderate,68.43,0
STU_09816,15,Male,High School,6.62,3.94,6.02,1.16,67.75,92.58,4.14,High,72.71,0
STU_09817,13,Female,High School,8.85,5.03,5.04,1.33,64.7,68.27,5.8,Severe,64.96,1
STU_09818,13,Female,High School,3.9,0.0,6.68,3.51,83.74,94.41,3.41,Low,86.49,0
STU_09819,15,Male,High School,4.95,1.84,7.25,1.19,77.17,96.47,3.51,Low,86.82,0
STU_09820,17,Female,High School,12.15,1.12,7.12,1.38,69.47,73.2,5.6,Severe,47.68,1
STU_09821,25,Male,University,4.38,1.48,6.01,0.63,58.08,95.34,4.65,Moderate,74.1,0
STU_09822,15,Female,High School,4.27,2.36,7.97,1.05,73.83,98.14,2.57,Moderate,93.76,0
STU_09823,24,Male,University,2.4,2.94,7.39,1.77,73.03,88.75,3.95,Low,79.99,0
STU_09824,21,Male,College,4.71,3.68,4.75,1.53,64.62,74.61,3.75,Moderate,79.96,0
STU_09825,21,Male,College,4.31,1.11,7.36,3.17,70.51,98.27,2.42,Low,69.11,0
